id,opensora2/aesthetic_quality,opensora2/imaging_quality,opensora2/overall_consistency,Sora_cla/aesthetic_quality,Sora_cla/imaging_quality,Sora_cla/overall_consistency,wan2.1_cla/aesthetic_quality,wan2.1_cla/imaging_quality,wan2.1_cla/overall_consistency,wan2.2_cla/aesthetic_quality,wan2.2_cla/imaging_quality,wan2.2_cla/overall_consistency,vidu_cla/aesthetic_quality,vidu_cla/imaging_quality,vidu_cla/overall_consistency,Kling-1.6_cla/aesthetic_quality,Kling-1.6_cla/imaging_quality,Kling-1.6_cla/overall_consistency,hunyuanvideo_cla/aesthetic_quality,hunyuanvideo_cla/imaging_quality,hunyuanvideo_cla/overall_consistency,veo_3_cla/aesthetic_quality,veo_3_cla/imaging_quality,veo_3_cla/overall_consistency,difficulty
A panda drinking coffee in a cafe in Paris,0.7055911660194397,0.6749534765435743,0.28086785078048704,0.7088742017745971,0.7334266530354817,0.3181903839111328,0.7373701184988022,0.6798743796642915,0.31540360301733017,0.7119804620742798,0.7692463854566032,0.30080344080924987,0.6507874846458435,0.667452698769108,0.3265866696834564,0.7006148248910904,0.7164348069266165,0.30347929149866104,0.6919999480247497,0.6683242892479712,0.32639131546020506,0.7118065476417541,0.7241037094593048,0.3234827220439911,level0
"A space shuttle launching into orbit, with flames and smoke billowing out from the engines",0.6922387719154358,0.6401050673196482,0.2711812913417816,0.6225967288017273,0.6641211359151205,0.2782290935516357,0.7047254741191864,0.6392547399026376,0.29254692792892456,0.7899059653282166,0.745556452056508,0.25369094014167787,0.7208770275115967,0.6779809842878772,0.27646560668945314,0.6065160036087036,0.7102636038910799,0.2628694586455822,0.6379059076309204,0.7130450551824052,0.25660555362701415,0.676796269416809,0.6616022945046425,0.26354682445526123,level0
A steam train moving on a mountainside,0.7497455596923828,0.7235635027626688,0.2825436770915985,0.7613159894943238,0.7699864967854818,0.2822534143924713,0.7713951170444489,0.7718116760253907,0.2705405578017235,0.7916595816612244,0.7428853852071879,0.2750088334083557,0.7028007984161377,0.6831164323129961,0.2799448430538177,0.7320539951324463,0.7478879782569854,0.2796193137764931,0.6729841709136963,0.7169768770203111,0.27352049946784973,0.74004625082016,0.7785145856539408,0.2878704071044922,level0
A super cool giant robot in Cyberpunk Beijing,0.7896836638450623,0.69715116740382,0.22328844368457795,0.7606468677520752,0.7002221360778808,0.17893088459968567,0.7473875731229782,0.7285173074698743,0.20660089701414108,0.7910835146903992,0.6918432190506547,0.253931000828743,0.714608883857727,0.5892997284550822,0.2463179498910904,0.7351004779338837,0.7285283167035749,0.2125231772661209,0.7464754939079284,0.7537058802168498,0.22385781705379487,0.7854158639907837,0.6909989359776179,0.20572991967201232,level0
"A tropical beach at sunrise, with palm trees and crystal-clear water in the foreground",0.7133746981620789,0.6261779655042545,0.2719498097896576,0.7861811757087708,0.7239986316935221,0.28302536606788636,0.7826891839504242,0.6295044848359661,0.2300725243985653,0.8065573096275329,0.7224555161087601,0.25002819001674653,0.6155290126800537,0.7022383073683709,0.2619714140892029,0.7680573016405106,0.7777723328206549,0.2797549441456795,0.6541008472442627,0.581833350839541,0.29415719509124755,0.7027042150497437,0.6411549690564474,0.29733830094337466,level0
"Cinematic shot of Van Gogh's selfie, Van Gogh style",0.6988331437110901,0.6805719379158907,0.23468134105205535,0.6284797310829162,0.7533492162068685,0.28787578344345094,0.649257555603981,0.6688945136835547,0.16399220004677773,0.6357133030891419,0.7400677716290509,0.17153471410274507,0.5975739002227783,0.723179502056491,0.26635717451572416,0.6752726435661316,0.7150485374324054,0.20437105745077133,0.5816682934761047,0.7058192724183547,0.2558509945869446,0.6417744517326355,0.7490892348289488,0.2898031175136566,level0
Gwen Stacy reading a book,0.5195874631404876,0.7846369636003362,0.28139721751213076,0.5833745121955871,0.7636869330851237,0.20156373381614684,0.7183415293693542,0.6549352342111092,0.1973845511674881,0.6344369530677796,0.7427576359878352,0.16434305608272554,0.621925950050354,0.6980907365429786,0.17231803834438325,0.6549120992422104,0.7649007433182965,0.16867410019040108,0.5231010437011718,0.7012089993380761,0.19205992221832274,0.6413452982902527,0.7083426702022553,0.20748260021209716,level0
Iron Man flying in the sky,0.7225621938705444,0.7428714969250583,0.31904584765434263,0.6218001365661621,0.7055549139404297,0.3080232262611389,0.6785444170236588,0.7606028613337764,0.32662031054496765,0.729180109500885,0.6473671465273256,0.27017865180969236,0.6517673373222351,0.6484509046616094,0.3060926079750061,0.690902903676033,0.7424998210178866,0.332583911716938,0.6895697116851807,0.7330723748613698,0.29950222969055174,0.6925281286239624,0.7457863392035167,0.3173556625843048,level0
"The bund Shanghai, oil painting",0.6239079833030701,0.7685901428932367,0.20579698085784912,0.7129186272621155,0.7480601235961915,0.21312590837478637,0.6648752689361572,0.7990210815712258,0.2170179784297943,0.7388096213340759,0.7617240647680965,0.13463769108057022,0.6151020169258118,0.7329475046588528,0.20660524368286132,0.6373327523469925,0.7706513361317489,0.1655343398451805,0.5767935991287232,0.7756498474594234,0.18277080953121186,0.5009393453598022,0.7829131042957306,0.17231722176074982,level0
Yoda playing guitar on the stage,0.7544545292854309,0.691925498725832,0.33196669816970825,0.7428245902061462,0.5108596375528972,0.17691797614097596,0.7604161500930786,0.6825865983374325,0.2826535254716873,0.7467825293540955,0.7517322218153211,0.2837663173675537,0.742909836769104,0.6456857473311886,0.3106404423713684,0.7427489459514618,0.6758355528882924,0.2622786685824394,0.6688171267509461,0.6342746216530022,0.3388153612613678,0.724554467201233,0.687344055334727,0.30555741786956786,level0
"A beautiful coastal beach in spring, waves lapping on sand by Hokusai, in the style of Ukiyo",0.7642277598381042,0.7938000051808911,0.309618216753006,0.7121577739715577,0.7819458373006185,0.29620406627655027,0.7492194920778275,0.7590980032932612,0.24995199590921402,0.8060868978500366,0.7519025684874735,0.21140470057725907,0.5930729866027832,0.6042813088509345,0.22534048557281494,0.7003490328788757,0.7483643446324773,0.15609386190772057,0.583825308084488,0.7137067789476971,0.17149040400981902,0.6690837860107421,0.7733286939462026,0.2656342774629593,level0
"A beautiful coastal beach in spring, waves lapping on sand by Vincent van Gogh",0.7987054586410522,0.771246523125227,0.2514573633670807,0.6684739112854003,0.7641337747192383,0.23797018826007843,0.9397733360528946,0.7367819501146857,0.1594479139894247,0.6969972133636475,0.6748179594440225,0.16904019117355346,0.575020718574524,0.5726253964208787,0.21807387173175813,0.7779579758644104,0.7535554025578796,0.16909987479448318,0.5347284734249115,0.7047156776014224,0.15381692349910736,0.6277547478675842,0.7405271389484406,0.21010169088840486,level0
A boat sailing leisurely along the Seine River with the Eiffel Tower in background,0.6277511060237885,0.7298634701514428,0.28399585485458373,0.6609742164611816,0.7902481612141927,0.3147286057472229,0.751412957906723,0.757208864894914,0.1583721935749054,0.7552005648612976,0.7830724038960021,0.3090277314186096,0.5914341330528259,0.7205723207535282,0.2371744155883789,0.6777846366167068,0.7888455371935832,0.3335081934928894,0.6280740380287171,0.7789343885081683,0.31245627999305725,0.6667180299758911,0.7930683848063151,0.28112459778785703,level0
"A car moving slowly on an empty street, rainy evening",0.5682279407978058,0.5796206464545672,0.24281864762306213,0.5487978041172028,0.4978298154195149,0.23725273013114928,0.6902288198471069,0.7084809340959713,0.17413821443915367,0.6563145756721497,0.5403442635241851,0.22784162163734437,0.5380598902702332,0.49834584562240114,0.21974643766880037,0.4889505058526993,0.6261283087829336,0.211310975253582,0.5218535125255584,0.4867976395954458,0.2330733060836792,0.6246394038200378,0.4468826264341673,0.22044252157211303,level0
A cat eating food out of a bowl,0.6048600316047669,0.6782410680489945,0.23238796293735503,0.5989467978477478,0.6817486777242024,0.23010070323944093,0.6822430193424225,0.676980473789168,0.21564404666423798,0.5840182065963745,0.7315216235879027,0.22230539917945863,0.6204256296157837,0.7216710855730119,0.2319139689207077,0.6111152470111847,0.6830370637094332,0.23266944289207458,0.5136422097682953,0.6705692746066307,0.24357615411281586,0.5952780365943908,0.6967086877028147,0.23821409046649933,level0
A cat wearing sunglasses at a pool,0.6629931688308716,0.6703425880254701,0.2995405614376068,0.6963254570960998,0.7299851457722981,0.27712084650993346,0.7199965119361877,0.6547512189841566,0.30356141924858093,0.6716580510139465,0.6886027452445325,0.2811491429805756,0.6137030363082886,0.6434145251243345,0.27324565052986144,0.6472363770008087,0.7109327693005321,0.25962162017822266,0.6543044209480285,0.7224438083855681,0.29115383625030516,0.6896403789520263,0.7382668626308442,0.28687299489974977,level0
A confused panda in calculus class,0.6527217149734497,0.6828068779642267,0.25377030670642853,0.686931312084198,0.7296794804382325,0.28388195633888247,0.670652762055397,0.7454842586281858,0.27668075263500214,0.6877787470817566,0.7702949461760344,0.24816101789474487,0.6415608644485473,0.7078667788967009,0.28317683935165405,0.696770966053009,0.706215967083373,0.23883211612701416,0.6309353828430175,0.7188470816797065,0.27503984570503237,0.698721969127655,0.7198755960464478,0.2656633824110031,level0
A cute fluffy panda eating Chinese food in a restaurant,0.6706670165061951,0.6579563395773718,0.27772467136383056,0.7028342008590698,0.641150046895345,0.3013050317764282,0.6489173769950867,0.6863724188745757,0.293902687728405,0.6475938200950623,0.7689601451732494,0.2805484175682068,0.68060861825943,0.714743290009037,0.2905513644218445,0.6546369642019272,0.6944824733180128,0.28955790400505066,0.6336920142173768,0.6876214706066042,0.2941478490829468,0.6768439769744873,0.7024534196853638,0.2778352737426758,level0
"A cute happy Corgi playing in park, sunset",0.64041109085083,0.5348672402551933,0.3185618042945862,0.6214929938316345,0.6412931990559896,0.35207319259643555,0.6632495373487473,0.635080026814967,0.3219107910990715,0.7160525560379029,0.7129670183158214,0.32916646599769595,0.5834160566329956,0.4965523100206929,0.2957577109336853,0.5875840932130814,0.5762122348136427,0.3098275139927864,0.5686897516250611,0.581550813660141,0.3213941156864166,0.6151956796646119,0.6487958747545879,0.327187305688858,level0
A cute raccoon playing guitar in a boat on the ocean,0.6955413341522216,0.7096337106394213,0.3774692952632904,0.6977629661560059,0.7342679464721679,0.36726284623146055,0.6733207851648331,0.7319052547878689,0.38238511234521866,0.6631088972091674,0.7502977372157721,0.36324815154075624,0.6383926033973694,0.7398414130979969,0.37542850971221925,0.6761612594127655,0.7398626270531619,0.36193664371967316,0.6392517685890198,0.6969821744815324,0.38310378789901733,0.6419054388999939,0.7422063146432241,0.3699041545391083,level0
"A happy fuzzy panda playing guitar nearby a campfire, snow mountain in the background",0.7022081017494202,0.6981051810804264,0.34913179874420164,0.683210289478302,0.7387320115152995,0.3497354984283447,0.720879927277565,0.7037524870884271,0.3090056851506233,0.6489338397979736,0.7043213019665377,0.36496129631996155,0.6475980639457702,0.7007650838052074,0.332184636592865,0.7074660956859589,0.71857844910681,0.36547303944826126,0.6550122976303101,0.6680681490047957,0.3432080149650574,0.6582262516021729,0.7577054870923361,0.3504478394985199,level0
"A lightning striking atop of eiffel tower, dark clouds in the sky",0.6581688404083252,0.619848286887472,0.31315300464630125,0.6270959258079529,0.7104118368021647,0.33039870858192444,0.676276370882988,0.686148318891172,0.32970674335956573,0.7234161376953125,0.7121326817642024,0.3263058543205261,0.5520491003990173,0.7081100836107809,0.30245156288146974,0.6046139597892761,0.7233184357797457,0.2993600144982338,0.628550386428833,0.7498042934920436,0.3277370989322662,0.5572286009788513,0.6120620368321736,0.3263340890407562,level0
"A modern art museum, with colorful paintings",0.4282225430011749,0.6576201076063999,0.2048725187778473,0.4512737035751343,0.6305781792704265,0.2594926178455353,0.5184570327401161,0.7282383062810073,0.2582225613296032,0.4865883350372314,0.7216107634556147,0.2010197311639786,0.4132775604724884,0.5497283522390549,0.22222067713737487,0.4656023681163788,0.6930961919523374,0.25020992010831833,0.45541857481002807,0.6648302889092025,0.2497791826725006,0.3724436640739441,0.6649464533726375,0.23470848500728608,level0
A panda cooking in the kitchen,0.6680325984954834,0.6635703444370005,0.2894154191017151,0.6931591510772706,0.7137385276794432,0.3073737621307373,0.6386088877916336,0.7676148650086957,0.2960209771990776,0.6638575196266174,0.7577369831226489,0.31442126631736755,0.6727179527282715,0.685056669973558,0.3098292946815491,0.6696112602949142,0.6973322051986125,0.31365296989679337,0.5702341496944427,0.6876239073405894,0.28257732689380644,0.6573951959609985,0.7109736997286479,0.30162498354911804,level0
A panda playing on a swing set,0.629037058353424,0.6538915855939998,0.26857200264930725,0.6453419327735901,0.7396947946675618,0.276699960231781,0.5949563980102539,0.7565076169849914,0.2693808749318123,0.6451679706573487,0.6509283212732385,0.30030022859573363,0.5929467916488648,0.6824663965778967,0.2829918324947357,0.6409497112035751,0.6525522440993439,0.2756400480866432,0.5909277915954589,0.6314537321578625,0.300415563583374,0.6689384579658508,0.7166534643967947,0.28402516841888426,level0
A polar bear is playing guitar,0.7241407871246338,0.6905853285087172,0.31788729429244994,0.6537655830383301,0.7343076746622721,0.3170801341533661,0.6589295715093613,0.692609620741856,0.30421923846006393,0.6894682765007019,0.7228324744142132,0.30806312561035154,0.6748150587081909,0.7293734574471751,0.33759503364562987,0.6905699074268341,0.7237264066514137,0.32567697018384933,0.6422289848327637,0.7558098727677219,0.32413209676742555,0.6610445976257324,0.7189747025966644,0.32855483889579773,level0
"A raccoon dressed in suit playing the trumpet, stage background",0.6899363040924072,0.6677382457644441,0.341330474615097,0.6839063405990601,0.5923605385843913,0.35098204016685486,0.7432208508253098,0.6314975798571552,0.3463134318590164,0.7218959927558899,0.6846799724249192,0.32834320664405825,0.6639777183532715,0.6577453804016113,0.3565046966075897,0.6922555714845657,0.6601282046543613,0.32640066742897034,0.6723471641540527,0.6746649976035421,0.3549712121486664,0.7003006100654602,0.7119687081178029,0.34308685064315797,level0
"A robot DJ is playing the turntable, in heavy raining futuristic tokyo rooftop cyberpunk night, sci-fi, fantasy",0.7949126124382019,0.6704577587630397,0.33742743730545044,0.7766106009483338,0.582031277770996,0.2917232275009155,0.802136018872261,0.6694400616634039,0.30240748822689056,0.776886260509491,0.6099720400586541,0.3438840866088867,0.7307367563247681,0.5580695340402665,0.2814195990562439,0.7532612979412079,0.5897823697798479,0.3606676310300827,0.7512686491012573,0.6656397008969803,0.3465874671936035,0.7831503272056579,0.6847852442264556,0.367644739151001,level0
A shark swimming in clear Caribbean ocean,0.6524826049804687,0.6831311089567436,0.2613034963607788,0.614651370048523,0.7176663595072428,0.24389827847480774,0.6691228002309799,0.7268114823470881,0.2299387939274311,0.721035635471344,0.701843962210196,0.24809532165527343,0.5954574823379517,0.6794337686723277,0.23758043944835663,0.6169872432947159,0.7273556251842451,0.22571198269724846,0.5688828825950623,0.7105367195070251,0.29066712856292726,0.6331989407539368,0.7231116165717443,0.25690455436706544,level0
A super robot protecting city,0.7126776695251464,0.723281199048656,0.2503527939319611,0.7559346914291382,0.7782199508666993,0.26798444986343384,0.7059261202812195,0.6854920011685218,0.2617632523179054,0.7771413564682007,0.7734261695956006,0.25106391310691833,0.7154657483100891,0.6769572197083503,0.26289454102516174,0.6781821101903915,0.6901857996976226,0.2834088057279587,0.5880778789520263,0.7392599784791931,0.22952674925327302,0.7828354835510254,0.7617096073627472,0.2712278008460999,level0
A teddy bear washing the dishes,0.7477989435195923,0.7333969702905462,0.2773662626743317,0.7109356164932251,0.7287182982381186,0.2825184166431427,0.7591303586959839,0.7296839815304603,0.2650733031332493,0.7370814442634582,0.7554751718780142,0.2969542920589447,0.668512511253357,0.6950346247150051,0.27167279124259947,0.7204178273677826,0.719082355459696,0.29702430218458176,0.659044885635376,0.7457540562356165,0.2739421010017395,0.6956300616264344,0.7463999138275783,0.32267398238182066,level0
"An epic tornado attacking above a glowing city at night, the tornado is made of smoke",0.5734924435615539,0.5262362443199453,0.28180065751075745,0.6676561594009399,0.7158365990193685,0.2557123124599457,0.6095708906650543,0.6544574854109022,0.31166284531354904,0.6583125352859497,0.6487456255312318,0.2823310136795044,0.5781227231025696,0.5703030173393988,0.27620155811309816,0.6414812654256821,0.6074590543295832,0.25692103058099747,0.539213889837265,0.5933260999576065,0.28704622983932493,0.6452731490135193,0.6595045447746912,0.2836516976356506,level0
An oil painting of a couple in formal evening wear going home get caught in a heavy downpour with umbrellas,0.7058687329292297,0.7334033637231634,0.22459958493709564,0.7801839232444763,0.758234143371582,0.29474635124206544,0.6582690328359604,0.6673844486990093,0.26771117746829987,0.7800140142440796,0.5318203210712951,0.24818864166736604,0.6376192927360534,0.6332719162356468,0.25407080352306366,0.6503694206476212,0.5993874367440885,0.2537662461400032,0.576836347579956,0.6238896778313687,0.2545740932226181,0.701044762134552,0.7026434058348336,0.26367413997650146,level0
Clown fish swimming through the coral reef,0.6235730767250061,0.7064513153549312,0.2745841383934021,0.616204023361206,0.7530325529988606,0.2789934158325195,0.6474373489618301,0.773121068507065,0.22552329674363136,0.6864246845245361,0.7256246522503134,0.2593867421150208,0.525537109375,0.6508103337441721,0.2675114184617996,0.6149089932441711,0.6987918421638457,0.2744089215993881,0.6040130019187927,0.7235601668246957,0.2597303032875061,0.5708664059638977,0.717415980577469,0.2837666690349579,level0
Hyper-realistic spaceship landing on Mars,0.6634106397628784,0.675707111506499,0.2533343642950058,0.6397197604179382,0.6451540519205728,0.23977339267730713,0.612739235162735,0.7469198365859043,0.2616936266422272,0.6401217937469482,0.7597360869984568,0.23231382966041564,0.5854793429374695,0.62773019987537,0.22518281936645507,0.6677342504262924,0.6866710665611806,0.226750448346138,0.5417878925800323,0.7726034793114478,0.22236696779727935,0.5912699460983276,0.7439502571821213,0.23750438690185546,level0
"The bund Shanghai, vibrant color",0.5952624678611755,0.7718485343992249,0.2809643387794495,0.6559778690338135,0.6403120431009929,0.28185437321662904,0.7015448659658432,0.7608859832198531,0.22694717347621918,0.7112495183944703,0.7963818065502025,0.21223730444908143,0.6044645547866822,0.7310451556174986,0.24728842377662658,0.6440853625535965,0.7395927375381912,0.2429787926375866,0.6168239951133728,0.7260175699633222,0.21166556775569917,0.6361115097999572,0.7596102943817774,0.2510521590709686,level0
Vincent van Gogh is painting in the room,0.6078579783439636,0.7503290327205214,0.24553776383399964,0.5859677076339722,0.744335459950765,0.25024435520172117,0.6338353753089905,0.6686801585444698,0.23838317021727562,0.5973344326019288,0.7537523982672043,0.23411355018615723,0.5176384925842286,0.6884559045607044,0.22887328267097473,0.5581634342670441,0.7570159026498122,0.23637057468295097,0.5141533553600312,0.7176448996492135,0.2452298253774643,0.5028170466423034,0.7358625934123992,0.2620124280452728,level0
Yellow flowers swing in the wind,0.6175480961799622,0.6121915048998456,0.21651834845542908,0.6595557689666748,0.6781646335347493,0.20622843205928804,0.7212829440832138,0.746623730600616,0.19599773734807968,0.7365301489830017,0.7433124343495311,0.1884134441614151,0.5734165132045745,0.456131912169918,0.1832004100084305,0.6373257786035538,0.7646343913414666,0.21089277416467667,0.6077303051948547,0.7154774479237638,0.19713614881038666,0.640339982509613,0.7602794726689657,0.20638994574546815,level0
